,id,link,coordinates,address,stars
204,128033027699,https://yandex.ru/maps/org/ozon/128033027699/,"30.320899,60.018623","просп. Энгельса, 70/1, этаж 1",4.4
205,129337962852,https://yandex.ru/maps/org/ozon/129337962852/,"30.380825,59.946346","Калужский пер., 7, этаж 2",4.7
206,129607274504,https://yandex.ru/maps/org/ozon/129607274504/,"30.311988,59.927947","Гражданская ул., 17/8",4.4
207,129918673012,https://yandex.ru/maps/org/ozon/129918673012/,"30.357440,59.948036","Захарьевская ул., 14В",4.1
208,131184726842,https://yandex.ru/maps/org/ozon/131184726842/,"30.263784,60.004002","Комендантский просп., 9, корп. 2, секция 1-29, этаж 1",4.1
209,131745046168,https://yandex.ru/maps/org/ozon/131745046168/,"30.244711,60.016848","Долгоозёрная ул., 12, корп. 1",4.7
210,131760408192,https://yandex.ru/maps/org/ozon/131760408192/,"30.341883,59.957202","Финляндский просп., 4",4.8
211,131792463983,https://yandex.ru/maps/org/ozon/131792463983/,"30.264287,59.940398","17-я линия Васильевского острова, 38",4.0
212,131998853650,https://yandex.ru/maps/org/ozon/131998853650/,"30.204680,60.007131","Богатырский просп., 60, корп. 1",4.8
213,133590356470,https://yandex.ru/maps/org/ozon/133590356470/,"30.367719,59.936191","Греческий просп., 19",4.9
214,133761753896,https://yandex.ru/maps/org/ozon/133761753896/,"30.251448,59.940063","Малый просп. Васильевского острова, 64, корп. 1",4.5
215,134398244199,https://yandex.ru/maps/org/ozon/134398244199/,"30.370144,59.978818","просп. Маршала Блюхера, 7, корп. 3",4.9
216,135299984189,https://yandex.ru/maps/org/ozon/135299984189/,"30.358681,59.946598","просп. Чернышевского, 9",4.1
217,136914874824,https://yandex.ru/maps/org/ozon/136914874824/,"30.225265,59.986771","ул. Савушкина, 121, корп. 2",4.7
218,138554915542,https://yandex.ru/maps/org/ozon/138554915542/,"30.439156,59.959723","ш. Революции, 41/39, секция 59",4.8
219,138944688277,https://yandex.ru/maps/org/ozon/138944688277/,"30.273819,59.996583","Полевая Сабировская ул., 47, корп. 1",4.7
220,139009345813,https://yandex.ru/maps/org/ozon/139009345813/,"30.316644,59.903757","Московский просп., 73, корп. 4, домофон 920, этаж 1",4.1
221,139063051056,https://yandex.ru/maps/org/ozon/139063051056/,"30.333046,60.000064","просп. Пархоменко, 5",4.7
222,139139904098,https://yandex.ru/maps/org/ozon/139139904098/,"30.333143,59.978264","ул. Александра Матросова, 8, корп. 1",4.2
223,139149669732,https://yandex.ru/maps/org/ozon/139149669732/,"30.212603,59.898718","8А, Канонерский остров",4.4
224,139267406632,https://yandex.ru/maps/org/ozon/139267406632/,"30.379774,59.996628","просп. Непокорённых, 14/2",4.2
225,139856375343,https://yandex.ru/maps/org/ozon/139856375343/,"30.269008,60.057730","Суздальское ш., 30, корп. 2",4.1
226,140878159507,https://yandex.ru/maps/org/ozon/140878159507/,"30.389584,60.047232","ул. Демьяна Бедного, 28, корп. 1",4.7
227,141078520019,https://yandex.ru/maps/org/ozon/141078520019/,"30.311494,59.903329","Парфёновская ул., 7, корп. 1",4.4
228,141086140474,https://yandex.ru/maps/org/ozon/141086140474/,"30.210340,59.999592","Туристская ул., 15, корп. 1",4.3
229,141439316489,https://yandex.ru/maps/org/ozon/141439316489/,"30.361496,60.045650","просп. Просвещения, 43, Кофейня EN Kop",4.9
230,141494481510,https://yandex.ru/maps/org/ozon/141494481510/,"30.297318,59.951232","ул. Яблочкова, 22/3",4.5
231,141500921469,https://yandex.ru/maps/org/ozon/141500921469/,"30.270370,60.007472","просп. Испытателей, 31, корп. 1",4.6
232,143218057003,https://yandex.ru/maps/org/ozon/143218057003/,"30.450216,59.912949","ул. Коллонтай, 5/1",4.3
233,143805600372,https://yandex.ru/maps/org/ozon/143805600372/,"30.215800,59.985144","Яхтенная ул., 3, корп. 1",4.8
234,143843516587,https://yandex.ru/maps/org/ozon/143843516587/,"30.235987,59.982282","Приморский просп., 52, корп. 3",4.8
235,144692531986,https://yandex.ru/maps/org/ozon/144692531986/,"30.327641,60.023633","просп. Тореза, 77, корп. 1",4.2
236,144735465650,https://yandex.ru/maps/org/ozon/144735465650/,"30.342862,59.988352","Лесной просп., 73",4.4
237,147005684254,https://yandex.ru/maps/org/ozon/147005684254/,"30.291293,59.919081","Садовая ул., 91",4.5
238,148633659308,https://yandex.ru/maps/org/ozon/148633659308/,"30.469866,59.954232","Индустриальный просп., 35, корп. 1",4.3
239,149034792811,https://yandex.ru/maps/org/ozon/149034792811/,"30.200390,59.936070","бул. Александра Грина, 3, подъезд 4, офис 489",4.6
240,150162192391,https://yandex.ru/maps/org/ozon/150162192391/,"30.408471,59.933848","Республиканская ул., 14",4.7
241,150887212494,https://yandex.ru/maps/org/ozon/150887212494/,"30.199154,60.006358","Богатырский просп., 66, корп. 1",4.5
242,151223650458,https://yandex.ru/maps/org/ozon/151223650458/,"30.228638,59.945071","Наличная ул., 34Б",4.6
243,151812800881,https://yandex.ru/maps/org/ozon/151812800881/,"30.224278,59.947318","Наличная ул., 36, корп. 5Б, этаж 1",4.6
244,152362457221,https://yandex.ru/maps/org/ozon/152362457221/,"30.416830,59.964060","Апрельская ул., 6, корп. 1",4.5
245,152525698975,https://yandex.ru/maps/org/ozon/152525698975/,"30.247112,60.008075","Стародеревенская ул., 36",4.1
246,152732371691,https://yandex.ru/maps/org/ozon/152732371691/,"30.347945,59.983674","ул. Александра Матросова, 20, корп. 2",4.8
247,153254969912,https://yandex.ru/maps/org/ozon/153254969912/,"30.285712,60.023304","Вербная ул., 10к1",3.4
248,154048773339,https://yandex.ru/maps/org/ozon/154048773339/,"30.207914,59.987552","ул. Савушкина, 124, корп. 1",4.0
249,154652685393,https://yandex.ru/maps/org/ozon/154652685393/,"30.413077,59.962901","Полюстровский просп., 3, корп. 3",4.7
250,155003483302,https://yandex.ru/maps/org/ozon/155003483302/,"30.278301,59.937250","11-я линия Васильевского острова, 12",4.3
251,155787280616,https://yandex.ru/maps/org/ozon/155787280616/,"30.412338,60.008827","просп. Науки, 41",4.4
252,156190242047,https://yandex.ru/maps/org/ozon/156190242047/,"30.312600,59.892900","Парфёновская ул., 17",4.5
253,156330708057,https://yandex.ru/maps/org/ozon/156330708057/,"30.241816,59.948783","просп. КИМа, 4Б, этаж 1",4.6
254,156334246917,https://yandex.ru/maps/org/ozon/156334246917/,"30.256028,59.994395","Торфяная дорога, 15, корп. 1",4.8
255,156695765259,https://yandex.ru/maps/org/ozon/156695765259/,"30.345349,59.928516","ул. Рубинштейна, 30Б, этаж 1",4.0
256,156797598700,https://yandex.ru/maps/org/ozon/156797598700/,"30.388221,60.011609","Гжатская ул., 22, корп. 1, этаж цокольный",4.2
257,157146537082,https://yandex.ru/maps/org/ozon/157146537082/,"30.374899,59.980288","просп. Маршала Блюхера, 7, корп. 1",4.6
258,158317339636,https://yandex.ru/maps/org/ozon/158317339636/,"30.434991,60.000315","ул. Руставели, 12",5.0
259,158517652013,https://yandex.ru/maps/org/ozon/158517652013/,"30.198558,59.995412","Мебельная ул., 35, корп. 2",4.0
260,158566760534,https://yandex.ru/maps/org/ozon/158566760534/,"30.286011,59.920678","просп. Римского-Корсакова, 75, этаж цокольный",4.5
261,158930872639,https://yandex.ru/maps/org/ozon/158930872639/,"30.453319,60.041103","Садовая ул., 1Г, Мурино",4.5
262,158931222942,https://yandex.ru/maps/org/ozon/158931222942/,"30.388273,59.980773","Кондратьевский просп., 62, корп. 6, 1",4.6
263,159033616983,https://yandex.ru/maps/org/ozon/159033616983/,"30.379418,60.011815","ул. Обручевых, 5",4.4
264,159918066828,https://yandex.ru/maps/org/ozon/159918066828/,"30.323943,60.051944","ул. Хошимина, 11, корп. 2",4.7
265,161047857741,https://yandex.ru/maps/org/ozon/161047857741/,"30.423247,59.977663","Пискарёвский просп., 37, корп. 2",5.0
266,161203575008,https://yandex.ru/maps/org/ozon/161203575008/,"30.391946,59.973663","просп. Металлистов, 107, Почта",4.0
267,161276451833,https://yandex.ru/maps/org/ozon/161276451833/,"30.314582,60.018179","Удельный просп., 27",4.0
268,161396805847,https://yandex.ru/maps/org/ozon/161396805847/,"30.215876,59.989699","Яхтенная ул., 12, корп. 1",4.2
269,162614729236,https://yandex.ru/maps/org/ozon/162614729236/,"30.383301,59.932659","Новгородская ул., 3",4.5
270,163100830179,https://yandex.ru/maps/org/ozon/163100830179/,"30.407433,59.984904","Сибирская ул., 16",4.9
271,163389486241,https://yandex.ru/maps/org/ozon/163389486241/,"30.351573,59.985706","Кантемировская ул., 35, этаж 1",4.3
272,164288209798,https://yandex.ru/maps/org/ozon/164288209798/,"30.483800,60.015800","Пейзажная ул., 14",4.5
273,166455895477,https://yandex.ru/maps/org/ozon/166455895477/,"30.299941,59.911376","12-я Красноармейская ул., 26",4.4
274,166819019689,https://yandex.ru/maps/org/ozon/166819019689/,"30.319057,59.914568","Московский просп., 40",4.3
275,168117576734,https://yandex.ru/maps/org/ozon/168117576734/,"30.378650,60.046928","просп. Культуры, 21, корп. 1",4.5
276,168904508650,https://yandex.ru/maps/org/ozon/168904508650/,"30.396861,59.944251","Смольный просп., 17, этаж 1",4.6
277,169132184331,https://yandex.ru/maps/org/ozon/169132184331/,"30.337419,60.029322","Лиственная ул., 20, корп. 2",4.6
278,169195263045,https://yandex.ru/maps/org/ozon/169195263045/,"30.433392,60.048165","Охтинская аллея, 8, Мурино",4.3
279,170270580875,https://yandex.ru/maps/org/ozon/170270580875/,"30.269555,60.020017","Парашютная ул., 25, корп. 2",4.9
280,170400864646,https://yandex.ru/maps/org/ozon/170400864646/,"30.310381,59.957066","Сытнинская площадь, 4",4.2
281,171292217564,https://yandex.ru/maps/org/ozon/171292217564/,"30.306600,59.990571","Новосибирская ул., 10",4.8
282,172856054240,https://yandex.ru/maps/org/ozon/172856054240/,"30.403641,59.935485","Малоохтинский просп., 16, корп. 1",4.8
283,173098896443,https://yandex.ru/maps/org/ozon/173098896443/,"30.436047,59.954338","просп. Энергетиков, 26, ТЦ » автобусы 82, магазин «Магнит»",4.3
284,173528003345,https://yandex.ru/maps/org/ozon/173528003345/,"30.311796,59.993530","Ланское ш., 14, корп. 1",4.6
285,173730846282,https://yandex.ru/maps/org/ozon/173730846282/,"30.326382,60.009253","просп. Энгельса, 33, корп. 1, этаж 1",4.3
286,174426230523,https://yandex.ru/maps/org/ozon/174426230523/,"30.387665,59.975838","просп. Металлистов, 117",4.7
287,174612283111,https://yandex.ru/maps/org/ozon/174612283111/,"30.318087,59.995426","Ланское ш., 20к1",4.3
288,174651550507,https://yandex.ru/maps/org/ozon/174651550507/,"30.417056,59.971096","Пискарёвский просп., 25, корп. 2, этаж 1",4.5
289,175559819349,https://yandex.ru/maps/org/ozon/175559819349/,"30.236958,59.937612","Малый просп. Васильевского острова, 82",3.9
290,175589051221,https://yandex.ru/maps/org/ozon/175589051221/,"30.330500,59.976818","ул. Александра Матросова, 1, этаж 1",4.0
291,177574490288,https://yandex.ru/maps/org/ozon/177574490288/,"30.288886,59.943277","Кадетская линия, 7/2",4.1
292,177591180126,https://yandex.ru/maps/org/ozon/177591180126/,"30.275282,60.002968","Байконурская ул., 15",4.6
293,178631736389,https://yandex.ru/maps/org/ozon/178631736389/,"30.415116,60.016347","ул. Софьи Ковалевской, 13",4.8
294,178694059005,https://yandex.ru/maps/org/ozon/178694059005/,"30.406060,60.039123","ул. Брянцева, 20, корп. 1",4.0
295,179132275403,https://yandex.ru/maps/org/ozon/179132275403/,"30.280651,59.963535","Глухая Зеленина ул., 2",4.6
296,179227306059,https://yandex.ru/maps/org/ozon/179227306059/,"30.364581,59.946620","ул. Чайковского, 54",4.7
297,179431086121,https://yandex.ru/maps/org/ozon/179431086121/,"30.248821,60.029059","просп. Королёва, 59, корп. 4, этаж 1",4.8
298,180063355531,https://yandex.ru/maps/org/ozon/180063355531/,"30.367867,60.046592","просп. Просвещения, 62",4.3
299,181261557185,https://yandex.ru/maps/org/ozon/181261557185/,"30.288515,59.960533","Большая Разночинная ул., 19",4.3
300,182572308008,https://yandex.ru/maps/org/ozon/182572308008/,"30.405414,60.036988","ул. Брянцева, 11",4.6
301,184660102309,https://yandex.ru/maps/org/ozon/184660102309/,"30.316054,59.981966","Ушаковская наб., 3, корп. 2",4.3
302,185601171716,https://yandex.ru/maps/org/ozon/185601171716/,"30.257036,60.002297","Гаккелевская ул., 25, корп. 1",4.3
303,185836570209,https://yandex.ru/maps/org/ozon/185836570209/,"30.236423,60.017983","просп. Авиаконструкторов, 16, корп. 1",4.4
304,186205486566,https://yandex.ru/maps/org/ozon/186205486566/,"30.347765,59.965454","Выборгская ул., 8",4.8
305,186793552937,https://yandex.ru/maps/org/ozon/186793552937/,"30.242885,60.022955","Комендантский просп., 35, корп. 1",4.7
306,187430779975,https://yandex.ru/maps/org/ozon/187430779975/,"30.295966,60.003817","просп. Испытателей, 9",4.0
307,188158766531,https://yandex.ru/maps/org/ozon/188158766531/,"30.279285,60.011893","просп. Королёва, 21, корп. 1",4.3
308,188404629260,https://yandex.ru/maps/org/ozon/188404629260/,"30.343763,59.925426","Разъезжая ул., 5",4.1
309,188627353138,https://yandex.ru/maps/org/ozon/188627353138/,"30.306567,59.904309","Измайловский бул., 4, корп. 1",4.0
310,189090185795,https://yandex.ru/maps/org/ozon/189090185795/,"30.218662,60.035206","Плесецкая ул., 14",4.8
311,189367526569,https://yandex.ru/maps/org/ozon/189367526569/,"30.304800,59.898100","Измайловский бул., 11",4.6
312,189777734032,https://yandex.ru/maps/org/ozon/189777734032/,"30.290095,60.025275","Земский пер., 8Б, этаж 1",4.3
313,189971891499,https://yandex.ru/maps/org/ozon/189971891499/,"30.418410,60.036294","просп. Просвещения, 86, корп. 1",3.8
314,189985952992,https://yandex.ru/maps/org/ozon/189985952992/,"30.396727,60.008617","ул. Верности, 3",4.4
315,190427189610,https://yandex.ru/maps/org/ozon/190427189610/,"30.292156,59.954368","Большой просп. Петроградской стороны, 10Б",4.6
316,190478996363,https://yandex.ru/maps/org/ozon/190478996363/,"30.228397,60.018301","Планерная ул., 51, корп. 1, этаж 1",4.8
317,190495235799,https://yandex.ru/maps/org/ozon/190495235799/,"30.483928,59.946933","ул. Осипенко, 5, корп. 1",4.7
318,191803881216,https://yandex.ru/maps/org/ozon/191803881216/,"30.345048,59.960316","Большой Сампсониевский просп., 20",4.4
319,192072066577,https://yandex.ru/maps/org/ozon/192072066577/,"30.402711,59.963053","ул. Жукова, 3",4.6
320,192294031075,https://yandex.ru/maps/org/ozon/192294031075/,"30.323194,60.061876","ул. Прокофьева, 7, корп. 2, этаж цокольный",5.0
321,193648719731,https://yandex.ru/maps/org/ozon/193648719731/,"30.289283,59.911952","Курляндская ул., 8",4.4
322,193685564835,https://yandex.ru/maps/org/ozon/193685564835/,"30.131480,59.996605","Коннолахтинский просп., 4",2.5
323,193880152255,https://yandex.ru/maps/org/ozon/193880152255/,"30.230670,60.017342","Планерная ул., 47, корп. 2",4.1
324,194637979843,https://yandex.ru/maps/org/ozon/194637979843/,"30.204084,60.003888","ул. Оптиков, 45, корп. 2",4.0
325,194645410254,https://yandex.ru/maps/org/ozon/194645410254/,"30.468574,59.955511","Ириновский просп., 21, корп. 1",4.7
326,194837417978,https://yandex.ru/maps/org/ozon/194837417978/,"30.404840,59.978160","Замшина ул., 27, корп. 1",4.9
327,196023760794,https://yandex.ru/maps/org/ozon/196023760794/,"30.231513,59.940706","Наличная ул., 26, корп. 1, эт. 1",4.9
328,197030941962,https://yandex.ru/maps/org/ozon/197030941962/,"30.196958,60.003408","ул. Оптиков, 51, корп. 1, помещение 36-Н, этаж 1",4.5
329,197610438939,https://yandex.ru/maps/org/ozon/197610438939/,"30.335784,60.028096","Лиственная ул., 18, корп. 1, этаж 1",4.3
330,197688724652,https://yandex.ru/maps/org/ozon/197688724652/,"30.228774,59.957158","ул. Кораблестроителей, 44, корп. 1",4.8
331,198288655512,https://yandex.ru/maps/org/ozon/198288655512/,"30.475162,59.939520","Индустриальный просп., 10, корп. 1Б",4.8
332,198647306202,https://yandex.ru/maps/org/ozon/198647306202/,"30.382683,60.002404","Гжатская ул., 21Б",4.4
333,198715602835,https://yandex.ru/maps/org/ozon/198715602835/,"30.202600,59.990030","Туристская ул., 10, корп. 1",4.8
334,198965439491,https://yandex.ru/maps/org/ozon/198965439491/,"30.250146,60.035041","Парашютная ул., 61, корп. 1",4.4
335,200068542833,https://yandex.ru/maps/org/ozon/200068542833/,"30.355919,60.037237","ул. Сантьяго-де-Куба, 10, корп. 1",4.7
336,200576889407,https://yandex.ru/maps/org/ozon/200576889407/,"30.275943,59.899582","ул. Ивана Черных, 1",4.4
337,200882966062,https://yandex.ru/maps/org/ozon/200882966062/,"30.346959,60.032124","Северный просп., 20",4.7
338,204120742729,https://yandex.ru/maps/org/ozon/204120742729/,"30.304024,59.997405","Коломяжский просп., 9, корп. 2",4.8
339,204290990829,https://yandex.ru/maps/org/ozon/204290990829/,"30.403051,60.060876","ул. Шекспира, 5, посёлок Бугры",4.2
340,205596200267,https://yandex.ru/maps/org/ozon/205596200267/,"30.452329,59.924679","просп. Пятилеток, 15, корп. 8, этаж 1",4.9
341,206141326545,https://yandex.ru/maps/org/ozon/206141326545/,"30.368145,59.998787","Политехническая ул., 17, корп. 3",4.4
342,206699332887,https://yandex.ru/maps/org/ozon/206699332887/,"30.212907,59.953702","ул. Кораблестроителей, 32, корп. 3, этаж 1",4.4
343,206977328940,https://yandex.ru/maps/org/ozon/206977328940/,"30.449328,59.899722","ул. Дыбенко, 4, корп. 1",4.7
344,207538414762,https://yandex.ru/maps/org/ozon/207538414762/,"30.252280,59.948574","наб. реки Смоленки, 35, корп. 1, помещение 33-Н",4.6
345,207911795530,https://yandex.ru/maps/org/ozon/207911795530/,"30.241816,59.953771","просп. КИМа, 28Б",4.4
346,208373150559,https://yandex.ru/maps/org/ozon/208373150559/,"30.297357,60.008458","Коломяжский просп., 19, корп. 2, этаж 1",4.3
347,208648622235,https://yandex.ru/maps/org/ozon/208648622235/,"30.250983,60.013470","Комендантский просп., 26, корп. 1",4.4
348,209603178988,https://yandex.ru/maps/org/ozon/209603178988/,"30.342038,60.035967","просп. Художников, 10, корп. 1",3.6
349,210164059249,https://yandex.ru/maps/org/ozon/210164059249/,"30.324777,59.990206","Земледельческая ул., 5, корп. 2, этаж 1",4.4
350,211018476388,https://yandex.ru/maps/org/ozon/211018476388/,"30.441333,59.906861","Октябрьская наб., 34, корп. 4",4.6
351,211626983784,https://yandex.ru/maps/org/ozon/211626983784/,"30.397869,59.972645","Замшина ул., 20",4.9
352,213303901602,https://yandex.ru/maps/org/ozon/213303901602/,"30.225254,59.941949","ул. Нахимова, 5, корп. 1",4.9
353,213796218877,https://yandex.ru/maps/org/ozon/213796218877/,"30.410499,60.016175","ул. Софьи Ковалевской, 14, корп. 6, Ачётут",4.5
354,214321336797,https://yandex.ru/maps/org/ozon/214321336797/,"30.251378,59.990255","Мебельная ул., 2, этаж 1, секция 09",4.0
355,215973882449,https://yandex.ru/maps/org/ozon/215973882449/,"30.498219,59.939164","Ленская ул., 21",4.6
356,216182229209,https://yandex.ru/maps/org/ozon/216182229209/,"30.463575,60.061649","ул. Шоссе в Лаврики, 59, корп. 1, Мурино",4.7
357,216427011654,https://yandex.ru/maps/org/ozon/216427011654/,"30.215767,59.995899","Мебельная ул., 19, корп. 2",4.8
358,216605094513,https://yandex.ru/maps/org/ozon/216605094513/,"30.254853,60.026848","Парашютная ул., 34",4.9
359,216736435677,https://yandex.ru/maps/org/ozon/216736435677/,"30.431643,59.897587","просп. Обуховской Обороны, 95, корп. 2",4.4
360,216997468825,https://yandex.ru/maps/org/ozon/216997468825/,"30.390612,60.005118","Гражданский просп., 23, корп. 1, Магнит",4.7
361,217673179244,https://yandex.ru/maps/org/ozon/217673179244/,"30.488413,59.940884","просп. Наставников, 12",4.4
362,218518268912,https://yandex.ru/maps/org/ozon/218518268912/,"30.326761,59.893423","Лиговский просп., 266В",4.3
363,218701801195,https://yandex.ru/maps/org/ozon/218701801195/,"30.359585,60.046183","ул. Кустодиева, 16, корп. 1",5.0
364,219512121894,https://yandex.ru/maps/org/ozon/219512121894/,"30.286167,59.936870","6-я линия Васильевского острова, 3/10, этаж 1",4.4
365,219523320578,https://yandex.ru/maps/org/ozon/219523320578/,"30.368292,59.989728","Кушелевская дорога, 6, корп. 1",4.7
366,220135576064,https://yandex.ru/maps/org/ozon/220135576064/,"30.244624,59.930111","Вёсельная ул., 7/10",4.3
367,220742670970,https://yandex.ru/maps/org/ozon/220742670970/,"30.291992,59.965965","Левашовский просп., 12",3.6
368,220832692068,https://yandex.ru/maps/org/ozon/220832692068/,"30.307799,59.921963","Вознесенский просп., 45, Санкт-Петербург",4.8
369,220864885315,https://yandex.ru/maps/org/ozon/220864885315/,"30.434760,59.953786","Большая Пороховская ул., 56",4.3
370,221560574924,https://yandex.ru/maps/org/ozon/221560574924/,"30.363108,59.938302","ул. Радищева, 18",4.5
371,221819499994,https://yandex.ru/maps/org/ozon/221819499994/,"30.291155,59.923947","Лермонтовский просп., 5/11",4.1
372,222120566229,https://yandex.ru/maps/org/ozon/222120566229/,"30.345657,59.917758","ул. Константина Заслонова, 26, Магнит",4.5
373,223016398703,https://yandex.ru/maps/org/ozon/223016398703/,"30.316221,59.978151","Аптекарская наб., 18",4.0
374,224293156036,https://yandex.ru/maps/org/ozon/224293156036/,"30.371361,59.986203","Кушелевская дорога, 1, корп. 2",4.3
375,225498488293,https://yandex.ru/maps/org/ozon/225498488293/,"30.357458,60.003153","просп. Тореза, 30",4.1
376,227211064249,https://yandex.ru/maps/org/ozon/227211064249/,"30.260979,59.943829","16-я линия Васильевского острова, 73/49Б",3.9
377,228348366831,https://yandex.ru/maps/org/ozon/228348366831/,"30.430897,59.893263","ул. Ткачей, 12",4.2
378,229284663323,https://yandex.ru/maps/org/ozon/229284663323/,"30.452502,60.038904","Новая ул., 13, корп. 1, Мурино",4.8
379,231119683092,https://yandex.ru/maps/org/ozon/231119683092/,"30.475284,59.882655","Народная ул., 45",4.5
380,231656153327,https://yandex.ru/maps/org/ozon/231656153327/,"30.329880,60.048489","просп. Энгельса, 134, корп. 3, этаж цокольный",4.5
381,231885906982,https://yandex.ru/maps/org/ozon/231885906982/,"30.419083,59.959608","ш. Революции, 18",4.3
382,232426543164,https://yandex.ru/maps/org/ozon/232426543164/,"30.219291,60.040987","Комендантский просп., 66, корп. 1",4.7
383,232850888753,https://yandex.ru/maps/org/ozon/232850888753/,"30.333066,60.003792","2-й Муринский просп., 8, корп. 1",4.4
384,233301351677,https://yandex.ru/maps/org/ozon/233301351677/,"30.343148,59.971023","ул. Смолячкова, 12",4.3
385,233515769318,https://yandex.ru/maps/org/ozon/233515769318/,"30.295256,60.006182","аллея Поликарпова, 2",4.5
386,233633201508,https://yandex.ru/maps/org/ozon/233633201508/,"30.293823,59.999287","Богатырский просп., 4А",4.4
387,234186702471,https://yandex.ru/maps/org/ozon/234186702471/,"30.241701,60.003848","Богатырский просп., 35, корп. 1, этаж 1",4.7
388,234687291913,https://yandex.ru/maps/org/ozon/234687291913/,"30.400887,60.028700","ул. Ушинского, 2, корп. 1",4.7
389,234914857152,https://yandex.ru/maps/org/ozon/234914857152/,"30.309587,59.999507","Ипподромный пер., 3, корп. 1",4.4
390,235163651054,https://yandex.ru/maps/org/ozon/235163651054/,"30.383976,59.967401","Кондратьевский просп., 23",4.6
391,235731533985,https://yandex.ru/maps/org/ozon/235731533985/,"30.269951,59.985883","Дибуновская ул., 37",4.6
392,236157823031,https://yandex.ru/maps/org/ozon/236157823031/,"30.309425,59.904996","Парфёновская ул., 5",4.1
393,236318121183,https://yandex.ru/maps/org/ozon/236318121183/,"30.386615,59.974893","просп. Металлистов, 115, Отель ""Полюстрово"", вход сбоку за рестораном Almond, этаж 1",4.7
394,236515935192,https://yandex.ru/maps/org/ozon/236515935192/,"30.254051,59.957164","Уральская ул., 21",4.9
395,237629912731,https://yandex.ru/maps/org/ozon/237629912731/,"30.224140,60.039589","Комендантский просп., 69",4.7
396,239234589746,https://yandex.ru/maps/org/ozon/239234589746/,"30.247491,60.001657","Богатырский просп., 26, корп. 1",4.5
397,239626466972,https://yandex.ru/maps/org/ozon/239626466972/,"30.190709,59.989210","Приморский просп., 169",4.7
398,239698987056,https://yandex.ru/maps/org/ozon/239698987056/,"30.322490,59.914272","Бронницкая ул., 15, Белорусский дворик, этаж 1",4.3
399,240353534831,https://yandex.ru/maps/org/ozon/240353534831/,"30.218329,59.990863","Школьная ул., 108",4.2
400,240997098425,https://yandex.ru/maps/org/ozon/240997098425/,"30.329253,59.915058","Можайская ул., 34, этаж 1",4.6
401,241806189646,https://yandex.ru/maps/org/ozon/241806189646/,"30.375103,60.019330","ул. Веденеева, 12, корп. 1",4.9
402,241905718312,https://yandex.ru/maps/org/ozon/241905718312/,"30.317162,60.018220","Скобелевский просп., 5",3.9
403,243668942076,https://yandex.ru/maps/org/ozon/243668942076/,"30.306532,59.963276","Подрезова ул., 2",4.4
404,245536924647,https://yandex.ru/maps/org/ozon/245536924647/,"30.427628,60.024809","Лужская ул., 10, корп. 1",4.9
